session_id,directed_search_usage,sales,prior_sessions,high_intent,returning_customer,mobile_session,prior_customer_value,true_effect,true_propensity
S02816,1,52.03,5,1,0,1,162.3709,8.0,0.570582
S02817,0,57.4271,7,1,1,1,199.8667,8.0,0.840131
S02818,0,32.7237,2,0,1,1,127.0833,8.0,0.226619
S02819,0,32.6052,2,0,1,0,127.5662,8.0,0.273964
S02820,0,31.0623,3,0,0,1,141.9012,8.0,0.199633
S02821,0,37.4516,6,0,0,1,143.505,8.0,0.382495
S02822,0,34.2606,3,0,1,0,137.5023,8.0,0.350923
S02823,1,39.8522,2,0,1,0,126.9266,8.0,0.273201
S02824,0,36.6262,3,1,0,1,117.5973,8.0,0.357917
S02825,0,45.0088,1,1,1,0,182.1724,8.0,0.500759
S02826,1,51.2164,4,1,0,0,168.7978,8.0,0.567777
S02827,0,30.4441,1,0,1,1,133.0653,8.0,0.18368
S02828,0,41.8659,4,1,0,1,103.3685,8.0,0.408592
S02829,1,47.6662,3,0,1,0,150.5594,8.0,0.368969
S02830,0,42.6294,1,1,1,1,136.6166,8.0,0.372782
S02831,0,37.3539,2,1,0,0,127.8049,8.0,0.360506
S02832,1,54.2708,6,1,0,1,145.3642,8.0,0.618264
S02833,1,49.8791,4,0,1,0,142.199,8.0,0.428786
S02834,0,43.5713,4,0,1,0,144.6534,8.0,0.432397
S02835,1,43.4865,4,0,0,0,95.8162,8.0,0.246921
S02836,1,53.1734,3,1,1,1,116.7313,8.0,0.490098
S02837,0,31.1836,2,0,1,1,132.7555,8.0,0.232639
S02838,0,36.7888,1,1,0,0,111.0724,8.0,0.27417
S02839,0,35.4574,1,0,1,0,139.4286,8.0,0.230866
S02840,0,37.0177,3,0,1,0,133.8164,8.0,0.345902
S02841,0,34.8041,2,0,1,0,130.0845,8.0,0.27698
S02842,1,57.5243,5,1,1,0,151.3734,8.0,0.73463
S02843,1,49.103,3,1,0,1,143.6936,8.0,0.394643
S02844,1,56.3542,6,0,1,0,183.0648,8.0,0.63608
S02845,1,52.7075,2,1,1,1,154.0343,8.0,0.471084
S02846,1,54.3597,4,1,1,1,129.2384,8.0,0.58308
S02847,0,41.362,4,1,0,0,110.4299,8.0,0.480654
S02848,1,61.0402,4,1,1,0,184.178,8.0,0.714036
S02849,0,26.3512,3,0,0,1,79.74,8.0,0.146595
S02850,0,26.7191,2,0,0,1,109.6746,8.0,0.132165
S02851,0,34.7635,3,0,1,0,117.2282,8.0,0.323741
S02852,0,51.0162,6,1,0,0,139.5827,8.0,0.667632
S02853,1,46.5689,5,1,0,1,105.8329,8.0,0.486253
S02854,0,46.7212,7,0,1,1,174.2982,8.0,0.635478
S02855,0,39.2733,1,1,1,1,103.6247,8.0,0.327778
S02856,0,32.3477,3,0,1,0,100.5501,8.0,0.30223
S02857,0,45.5631,2,1,1,0,129.396,8.0,0.496594
S02858,0,37.7593,3,0,1,0,131.6114,8.0,0.342915
S02859,0,38.8677,2,1,0,0,109.4893,8.0,0.335578
S02860,0,25.709,2,0,0,0,77.9491,8.0,0.139157
S02861,0,25.1115,2,0,0,1,93.1381,8.0,0.121194
S02862,0,37.7759,3,1,0,1,91.5519,8.0,0.322854
S02863,1,47.3131,3,1,0,0,99.1961,8.0,0.390592
S02864,0,37.5405,3,0,1,0,143.7691,8.0,0.359534
S02865,0,25.8669,2,0,0,0,115.0042,8.0,0.167985
S02866,0,38.3116,3,0,1,0,117.1595,8.0,0.323651
S02867,0,34.994,3,0,1,0,106.8385,8.0,0.310246
S02868,1,46.0004,1,1,1,1,92.2056,8.0,0.312863
S02869,0,33.7818,2,0,1,0,130.5893,8.0,0.277587
S02870,0,24.991,1,0,0,1,113.0905,8.0,0.103265
S02871,0,31.9731,4,0,0,0,101.9537,8.0,0.253832
S02872,1,43.6669,5,0,1,1,111.1047,8.0,0.39571
S02873,1,65.6549,5,1,1,0,177.5835,8.0,0.764138
S02874,1,64.6996,6,1,1,0,167.7436,8.0,0.804783
S02875,0,34.4068,3,0,1,1,132.8303,8.0,0.290487
S02876,0,33.2645,5,0,0,1,110.4008,8.0,0.273369
S02877,1,54.1519,8,0,1,1,163.8489,8.0,0.688495
S02878,1,52.1882,3,1,1,1,96.1369,8.0,0.459296
S02879,1,46.2737,3,1,0,1,117.5329,8.0,0.357828
S02880,1,59.1273,5,1,1,1,151.0495,8.0,0.682719
S02881,0,41.9581,4,0,1,0,158.4079,8.0,0.452753
S02882,0,25.9163,0,0,1,1,121.2292,8.0,0.134397
S02883,0,23.6745,1,0,0,1,112.4034,8.0,0.102884
S02884,1,50.1941,5,0,1,0,141.0255,8.0,0.501538
S02885,0,22.4599,1,0,0,1,132.4959,8.0,0.114556
S02886,1,35.0009,0,0,1,1,119.4543,8.0,0.133163
S02887,1,52.347,4,1,1,1,115.117,8.0,0.562349
S02888,0,38.7598,1,1,0,0,153.1813,8.0,0.327192
S02889,1,46.5329,3,1,0,1,153.7074,8.0,0.409083
S02890,0,44.2038,4,1,0,1,116.5428,8.0,0.427822
S02891,1,51.3158,4,1,1,1,107.0595,8.0,0.550417
S02892,1,41.6543,1,0,1,0,129.017,8.0,0.21996
S02893,0,37.9618,2,1,0,0,95.7368,8.0,0.317436
S02894,0,41.3612,4,0,1,1,149.4916,8.0,0.379175
S02895,0,42.0754,2,1,1,1,114.0015,8.0,0.41193
S02896,0,42.1121,4,1,0,1,127.9163,8.0,0.444603
S02897,1,46.628,2,1,0,0,120.6185,8.0,0.350626
S02898,0,37.5579,3,0,1,0,126.6793,8.0,0.336278
S02899,0,43.1459,4,1,0,0,104.209,8.0,0.471345
S02900,0,33.0363,2,1,0,1,88.7743,8.0,0.257815
S02901,1,52.4635,2,1,1,1,129.9035,8.0,0.435221
S02902,0,44.5877,3,1,1,1,128.7289,8.0,0.508093
S02903,0,25.8084,1,0,0,1,123.9878,8.0,0.109479
S02904,0,31.6044,0,1,0,1,88.9333,8.0,0.160246
S02905,0,16.1613,0,0,0,1,48.9655,8.0,0.054878
S02906,1,59.358,9,0,1,1,191.2377,8.0,0.778583
S02907,0,33.0957,4,0,0,0,121.1653,8.0,0.276276
S02908,0,44.2704,2,1,1,0,110.0128,8.0,0.467565
S02909,0,38.8816,3,1,0,1,105.4376,8.0,0.34133
S02910,0,30.5201,1,1,0,1,118.5012,8.0,0.235233
S02911,0,40.186,3,1,0,0,84.5876,8.0,0.36994
S02912,0,30.8895,1,1,0,1,86.795,8.0,0.202744
S02913,0,28.6968,2,0,0,0,125.4824,8.0,0.176956
S02914,1,58.9411,6,1,1,1,142.2895,8.0,0.733751
S02915,0,30.195,2,0,0,0,106.8347,8.0,0.161245
S02916,0,41.4143,2,1,0,0,155.28,8.0,0.399315
S02917,0,45.1669,2,1,1,1,172.9278,8.0,0.499392
S02918,0,26.1843,0,0,1,1,117.9533,8.0,0.132127
S02919,1,43.3377,3,0,1,1,129.2465,8.0,0.286076
S02920,1,46.9781,3,0,1,1,157.6521,8.0,0.322111
S02921,1,64.2055,7,1,1,0,170.7945,8.0,0.850021
S02922,0,39.2304,0,1,1,1,96.5166,8.0,0.257137
S02923,0,41.1162,1,1,1,1,100.0172,8.0,0.323027
S02924,1,34.4491,2,0,0,0,152.9986,8.0,0.202296
S02925,0,39.5945,1,1,1,1,107.848,8.0,0.333386
S02926,0,46.7089,4,1,1,1,111.1546,8.0,0.55649
S02927,0,37.0207,2,0,1,0,147.9527,8.0,0.298954
S02928,0,42.0872,4,1,0,1,130.9062,8.0,0.449037
S02929,0,32.7091,3,0,0,1,132.3645,8.0,0.190647
S02930,1,53.7515,2,1,1,0,122.6336,8.0,0.486454
S02931,1,49.5676,3,1,0,0,129.9097,8.0,0.435231
S02932,0,43.3012,6,0,0,0,165.632,8.0,0.475967
S02933,0,31.3819,4,0,0,1,141.7567,8.0,0.25172
S02934,0,29.4289,3,0,0,1,83.3029,8.0,0.14929
S02935,0,42.0792,5,1,0,1,100.1739,8.0,0.477776
S02936,0,32.4757,2,1,0,1,69.59,8.0,0.236411
S02937,0,31.3735,3,0,0,1,145.7383,8.0,0.203337
S02938,1,50.0374,5,0,1,1,161.5131,8.0,0.469806
S02939,1,50.1975,4,1,0,1,139.3467,8.0,0.461596
S02940,1,36.5335,2,0,1,1,80.0527,8.0,0.180986
S02941,0,24.6923,2,0,0,0,62.29,8.0,0.128279
S02942,0,38.6355,1,1,1,0,125.2075,8.0,0.416112
S02943,0,40.6155,3,1,0,0,120.4281,8.0,0.421302
S02944,0,35.6837,3,0,1,0,107.6723,8.0,0.311318
S02945,0,31.4313,2,0,1,1,118.7964,8.0,0.218024
S02946,0,36.4751,5,0,0,1,121.9453,8.0,0.287342
S02947,0,47.7121,4,1,1,0,112.906,8.0,0.619502
S02948,0,37.8762,3,1,0,0,93.2822,8.0,0.38218
S02949,1,46.5707,2,1,0,0,91.2381,8.0,0.311617
S02950,1,52.9728,3,1,0,1,150.9469,8.0,0.405086
S02951,1,53.8209,3,1,1,1,159.6649,8.0,0.554283
S02952,0,33.2093,2,0,1,0,103.6982,8.0,0.246418
S02953,1,46.8582,3,0,1,0,154.093,8.0,0.373919
S02954,0,36.22,2,1,0,0,94.045,8.0,0.315241
S02955,0,49.4648,5,1,1,0,152.0016,8.0,0.735364
S02956,1,48.4127,4,1,0,0,116.9452,8.0,0.490419
S02957,1,54.5194,4,1,1,1,100.6076,8.0,0.54082
S02958,1,45.5969,4,0,1,1,113.958,8.0,0.330428
S02959,0,30.5692,1,1,0,0,93.2962,8.0,0.253464
S02960,1,47.9225,5,0,1,1,150.2878,8.0,0.45307
S02961,0,45.865,4,1,1,0,97.1276,8.0,0.596948
S02962,1,40.5026,5,0,0,1,121.6443,8.0,0.286972
S02963,0,39.5945,3,0,1,0,128.1889,8.0,0.338303
S02964,0,29.8827,1,0,1,0,81.4323,8.0,0.174883
S02965,1,55.1051,4,1,1,0,114.4325,8.0,0.621659
S02966,1,58.5785,4,1,1,1,180.8896,8.0,0.655959
S02967,0,29.7432,0,0,1,0,104.1632,8.0,0.152514
S02968,0,41.2083,4,1,0,0,105.8809,8.0,0.473845
S02969,1,51.5618,3,1,1,1,133.5874,8.0,0.515376
S02970,0,40.0801,2,1,1,1,118.1469,8.0,0.417968
S02971,0,53.911,7,1,1,0,135.5349,8.0,0.821011
S02972,1,43.5808,5,0,0,0,108.4388,8.0,0.323142
S02973,1,48.4729,2,1,0,1,140.5569,8.0,0.32155
S02974,0,47.0228,6,1,0,1,119.2744,8.0,0.5807
S02975,1,47.5591,4,1,0,1,128.1272,8.0,0.444915
S02976,0,34.8215,5,0,0,0,143.2968,8.0,0.370466
S02977,1,47.1235,2,1,1,1,115.2206,8.0,0.413703
S02978,0,30.1297,2,0,0,0,135.8396,8.0,0.18619
S02979,1,48.549,3,1,1,0,58.8183,8.0,0.465781
S02980,0,48.278,8,0,1,1,164.684,8.0,0.689569
S02981,0,37.9326,4,1,0,1,99.1682,8.0,0.402516
S02982,1,54.5471,4,1,1,0,128.9452,8.0,0.641912
S02983,0,35.3424,4,0,1,0,71.6129,8.0,0.329528
S02984,0,29.8058,5,0,0,1,107.4135,8.0,0.269823
S02985,0,24.9607,1,0,0,1,114.907,8.0,0.104279
S02986,0,40.4308,3,0,1,1,134.5573,8.0,0.292628
S02987,0,43.944,3,1,1,1,151.4562,8.0,0.542084
S02988,1,51.5653,3,1,1,0,105.5257,8.0,0.535728
S02989,0,47.7993,4,1,1,1,147.2749,8.0,0.609128
S02990,0,34.7865,4,0,0,1,168.6197,8.0,0.283273
S02991,0,31.2535,3,0,0,0,93.3449,8.0,0.19311
S02992,1,37.5206,1,0,1,1,86.8757,8.0,0.145698
S02993,1,44.4578,3,0,1,1,151.1935,8.0,0.313708
S02994,1,43.163,1,0,1,0,146.1743,8.0,0.238131
S02995,0,21.9439,0,0,0,0,96.9946,8.0,0.09046
S02996,0,33.232,2,0,1,0,123.3918,8.0,0.26901
S02997,0,34.0834,4,0,1,1,83.3313,8.0,0.291107
S02998,1,49.8628,4,0,1,0,137.3348,8.0,0.421653
S02999,0,47.2236,3,1,1,1,174.4244,8.0,0.576042
S03000,1,54.0478,3,1,1,1,132.9377,8.0,0.514403
S03001,0,32.0615,2,1,0,1,102.0856,8.0,0.273391
S03002,1,66.163,8,1,1,0,122.561,8.0,0.851367
S03003,0,36.0789,3,0,1,1,112.8912,8.0,0.266461
S03004,0,45.1075,2,1,1,1,149.1291,8.0,0.463757
S03005,0,36.3817,0,1,1,1,93.6001,8.0,0.253809
S03006,0,37.0322,3,0,1,0,153.716,8.0,0.373389
S03007,1,44.9852,4,0,1,0,125.7575,8.0,0.404812
S03008,1,57.6331,4,1,1,0,118.7195,8.0,0.627689
S03009,0,32.1064,2,0,1,0,99.5337,8.0,0.241807
S03010,0,22.2519,0,0,0,1,74.5409,8.0,0.063402
S03011,0,36.2348,0,1,0,0,93.1665,8.0,0.200848
S03012,1,37.5329,1,0,1,1,95.0987,8.0,0.151947
S03013,0,30.1828,1,0,1,1,93.1622,8.0,0.150456
S03014,1,40.0502,2,0,1,1,135.0816,8.0,0.23514
S03015,1,52.7778,5,1,0,0,139.4488,8.0,0.597893
S03016,0,35.1989,2,0,1,0,89.8574,8.0,0.231323
S03017,0,40.4305,0,1,1,0,147.9221,8.0,0.376961
S03018,0,26.4992,2,0,0,1,102.7061,8.0,0.127442
S03019,1,57.3373,6,1,0,0,160.6923,8.0,0.695117
S03020,0,38.4145,2,0,1,0,132.9734,8.0,0.280464
S03021,0,43.6028,2,1,1,0,114.356,8.0,0.474057
S03022,0,35.1161,2,0,1,0,121.9868,8.0,0.267356
S03023,0,27.2074,1,0,0,0,117.6255,8.0,0.131902
S03024,0,44.6246,3,1,1,0,130.3424,8.0,0.572499
S03025,1,51.4083,5,1,0,0,105.1777,8.0,0.547622
S03026,0,35.7306,2,1,0,1,77.7447,8.0,0.245357
S03027,0,23.3492,1,0,0,0,99.9092,8.0,0.120199
S03028,0,34.4069,2,0,1,0,122.3176,8.0,0.267745
S03029,0,51.4987,6,1,1,1,131.4104,8.0,0.720806
S03030,0,39.2052,3,1,0,1,129.6748,8.0,0.374736
S03031,0,42.1103,5,0,1,1,185.2729,8.0,0.505409
S03032,1,48.1451,4,0,1,1,196.2213,8.0,0.447031
S03033,0,22.6885,1,0,0,0,67.812,8.0,0.101276
S03034,1,52.4361,2,1,1,0,156.2052,8.0,0.536741
S03035,0,31.173,1,0,1,0,114.3415,8.0,0.205225
S03036,0,31.8388,2,0,0,0,117.4005,8.0,0.170004
S03037,1,49.9535,4,1,0,1,94.8268,8.0,0.396268
S03038,1,65.4309,8,1,1,0,132.6915,8.0,0.858896
S03039,0,30.8264,2,0,1,1,76.189,8.0,0.177575
S03040,0,31.9258,1,0,1,1,113.2624,8.0,0.16653
S03041,0,40.0731,5,0,1,1,137.7745,8.0,0.43454
S03042,1,41.2644,2,0,1,1,122.0803,8.0,0.221401
S03043,0,22.9996,1,0,0,1,106.5365,8.0,0.09968
S03044,0,44.5512,3,1,1,1,131.5482,8.0,0.51232
S03045,1,55.2777,5,1,0,0,150.3872,8.0,0.613565
S03046,1,44.8961,4,0,1,1,142.0804,8.0,0.368765
S03047,0,32.8171,4,0,0,0,120.0398,8.0,0.274928
S03048,1,42.9548,1,1,0,1,132.435,8.0,0.250605
S03049,0,28.5154,1,0,1,1,77.5284,8.0,0.138855
S03050,1,58.8935,5,1,1,1,163.2061,8.0,0.698304
S03051,1,50.0958,5,1,0,0,149.8147,8.0,0.61275
S03052,1,55.3633,5,1,1,0,112.9951,8.0,0.687395
S03053,0,21.9176,0,0,0,0,84.3353,8.0,0.084402
S03054,0,55.5328,6,1,1,1,149.4748,8.0,0.742088
S03055,0,41.2941,4,0,1,0,123.5388,8.0,0.401609
S03056,0,32.3525,3,0,0,0,125.0447,8.0,0.224483
S03057,0,24.5539,1,0,1,1,61.9452,8.0,0.128048
S03058,0,49.9582,5,1,0,1,145.7478,8.0,0.545991
S03059,0,32.9853,2,0,1,1,96.7016,8.0,0.196267
S03060,1,38.0541,4,0,0,1,128.1295,8.0,0.236634
S03061,1,47.0959,3,0,1,0,146.4261,8.0,0.363213
S03062,0,43.3463,3,1,0,0,114.0972,8.0,0.412069
S03063,0,48.3881,5,1,1,1,117.035,8.0,0.636964
S03064,0,38.3894,1,1,1,1,100.2599,8.0,0.323345
S03065,0,21.4644,1,0,0,1,60.6586,8.0,0.077554
S03066,0,47.6599,2,1,1,0,164.6434,8.0,0.549304
S03067,1,59.1933,7,1,0,0,162.1818,8.0,0.756409
S03068,0,25.2115,1,0,0,1,117.4793,8.0,0.10573
S03069,1,52.296,2,1,1,0,130.2719,8.0,0.497908
S03070,0,24.9846,1,0,0,1,98.5207,8.0,0.095446
S03071,0,49.4135,3,1,1,0,161.4627,8.0,0.617459
S03072,1,42.432,1,1,0,0,94.0729,8.0,0.254347
S03073,0,38.4099,1,1,1,1,113.9762,8.0,0.341607
S03074,0,38.7795,3,1,0,1,146.235,8.0,0.398291
S03075,0,34.0217,1,0,1,1,165.422,8.0,0.214591
S03076,1,32.3244,1,0,0,1,74.0987,8.0,0.083524
S03077,1,48.1763,4,1,0,0,102.7527,8.0,0.469168
S03078,1,46.901,3,0,1,0,156.2732,8.0,0.376986
S03079,1,56.8564,4,1,1,1,111.6897,8.0,0.557282
S03080,1,55.3798,5,1,1,1,164.1721,8.0,0.699524
S03081,1,44.2408,2,1,0,1,99.5424,8.0,0.27037
S03082,0,39.378,3,0,1,0,181.7577,8.0,0.413515
S03083,1,58.0658,4,1,1,1,140.6686,8.0,0.599651
S03084,0,37.4743,2,1,0,0,102.8487,8.0,0.326753
S03085,0,43.7013,3,1,1,1,118.5422,8.0,0.492814
S03086,0,44.9507,3,1,1,1,161.9829,8.0,0.557716
S03087,1,52.6509,2,1,1,1,131.6105,8.0,0.437741
S03088,0,28.6607,1,0,1,1,91.2513,8.0,0.148997
S03089,0,36.4105,4,0,0,0,156.59,8.0,0.320721
S03090,0,27.0071,3,0,0,1,99.8188,8.0,0.162317
S03091,1,36.9237,0,0,1,1,119.763,8.0,0.133377
S03092,0,40.2126,5,0,1,1,95.0612,8.0,0.372938
S03093,1,33.3932,2,0,0,0,72.2434,8.0,0.135107
S03094,1,35.7074,3,0,0,1,88.7871,8.0,0.153517
S03095,1,46.7071,2,1,0,0,124.1114,8.0,0.355412
S03096,0,25.2104,2,0,0,0,93.2085,8.0,0.150492
S03097,0,20.1115,2,0,0,1,73.445,8.0,0.109162
S03098,0,46.3602,6,0,1,0,135.3449,8.0,0.567601
S03099,1,64.0593,7,1,1,0,152.5856,8.0,0.835554
S03100,0,31.8152,2,0,1,0,126.946,8.0,0.273225
S03101,1,56.8703,6,1,0,1,146.7138,8.0,0.620173
S03102,0,23.4654,0,0,0,0,97.9886,8.0,0.090952
S03103,0,37.1061,4,0,0,0,134.0415,8.0,0.291987
S03104,1,43.3039,1,1,0,0,107.6527,8.0,0.270106
S03105,0,37.9175,3,1,0,0,96.1791,8.0,0.386292
S03106,0,38.3355,3,0,1,1,150.3123,8.0,0.312571
S03107,1,44.5128,3,0,1,1,114.1062,8.0,0.267888
S03108,0,43.5631,3,1,1,1,128.1824,8.0,0.507273
S03109,1,44.8933,5,0,0,0,164.8837,8.0,0.401145
S03110,0,31.4654,0,0,1,0,110.5489,8.0,0.157532
S03111,1,43.6287,3,1,0,1,84.2056,8.0,0.313294
S03112,1,46.395,4,0,1,1,151.2901,8.0,0.381719
S03113,0,34.2884,3,0,1,1,100.1859,8.0,0.251828
S03114,0,38.3533,4,0,1,1,160.0957,8.0,0.394263
S03115,0,36.542,2,0,1,1,138.9906,8.0,0.239385
S03116,0,29.9786,3,0,0,1,145.4267,8.0,0.203034
S03117,1,46.9524,3,1,0,1,142.3304,8.0,0.39269
S03118,0,25.0957,1,0,0,0,111.0138,8.0,0.127425
S03119,0,25.1745,1,0,0,1,94.3857,8.0,0.093326
S03120,1,48.5304,2,1,1,0,98.0747,8.0,0.449782
S03121,0,23.1299,1,0,0,0,64.3193,8.0,0.099384
S03122,1,50.9202,4,1,0,1,155.8893,8.0,0.486337
S03123,1,63.6407,7,1,1,1,133.8008,8.0,0.779509
S03124,1,50.2355,2,1,1,0,109.6138,8.0,0.466969
S03125,0,43.1338,4,1,0,0,118.6256,8.0,0.492939
S03126,1,56.4724,4,1,1,0,127.8691,8.0,0.640426
S03127,0,28.4826,2,0,0,0,140.5519,8.0,0.190512
S03128,1,46.1057,3,1,0,1,118.4725,8.0,0.359125
S03129,0,28.5397,2,0,0,0,101.6429,8.0,0.157077
S03130,0,31.0384,3,0,0,0,97.0129,8.0,0.196562
S03131,0,45.4407,3,1,1,1,110.3347,8.0,0.480512
S03132,0,39.3868,0,1,1,0,115.8089,8.0,0.332889
S03133,0,26.8355,1,0,0,0,109.6823,8.0,0.12654
S03134,0,32.1384,3,0,0,0,133.7288,8.0,0.233684
S03135,0,48.6959,3,1,1,0,160.1419,8.0,0.615585
S03136,0,26.7608,2,0,0,1,92.063,8.0,0.120509
S03137,1,33.6184,1,0,0,0,117.9376,8.0,0.132116
S03138,1,58.278,4,1,1,0,142.0567,8.0,0.659786
S03139,0,41.1633,3,1,0,1,145.3202,8.0,0.396977
S03140,1,47.6937,4,0,1,0,169.7511,8.0,0.469664
S03141,0,34.9393,5,0,0,0,107.5508,8.0,0.321978
S03142,0,27.5328,1,0,1,1,76.5308,8.0,0.138141
S03143,0,17.9762,1,0,0,1,73.884,8.0,0.083425
S03144,0,26.2518,0,0,1,0,64.7615,8.0,0.124397
S03145,0,37.8526,2,1,0,0,114.8532,8.0,0.342791
S03146,0,44.9594,5,1,0,0,132.0485,8.0,0.587173
S03147,0,38.5915,3,1,0,1,103.1038,8.0,0.338188
S03148,1,57.6919,4,1,1,0,147.9656,8.0,0.667698
S03149,0,31.9762,3,0,0,0,110.5466,8.0,0.209702
S03150,0,39.328,3,0,1,0,160.8675,8.0,0.383482
S03151,0,43.4452,5,0,1,0,146.1919,8.0,0.509287
S03152,0,34.2595,4,0,0,1,130.7297,8.0,0.239464
S03153,0,35.7967,5,0,0,1,142.6421,8.0,0.313427
S03154,0,23.2109,1,0,0,1,126.7251,8.0,0.111091
S03155,0,49.0601,3,1,1,0,129.4328,8.0,0.571163
S03156,0,33.4166,2,1,0,0,100.7581,8.0,0.324
S03157,1,42.8677,2,1,0,0,105.0564,8.0,0.329674
S03158,1,56.1079,4,1,1,1,159.0851,8.0,0.625863
S03159,0,26.8691,4,0,0,1,68.8991,8.0,0.178491
S03160,0,21.0389,0,0,0,1,93.6968,8.0,0.07058
S03161,0,44.3534,3,1,1,1,102.42,8.0,0.468671
S03162,1,60.1544,5,1,1,0,118.9353,8.0,0.695003
S03163,1,61.5279,5,1,1,0,181.4102,8.0,0.768251
S03164,0,37.0431,2,1,0,1,134.1597,8.0,0.313234
S03165,1,56.649,4,1,1,1,136.5751,8.0,0.593741
S03166,1,59.6298,5,1,1,0,152.6576,8.0,0.736129
S03167,0,33.534,2,1,0,1,87.1282,8.0,0.25593
S03168,1,62.8097,5,1,1,0,146.5125,8.0,0.728905
S03169,0,39.9187,5,0,1,0,152.3639,8.0,0.518537
S03170,1,52.5481,6,1,0,1,122.5243,8.0,0.58544
S03171,1,51.2292,2,1,1,1,147.9649,8.0,0.462021
S03172,1,41.1786,5,0,0,1,116.4978,8.0,0.280696
S03173,0,35.7671,2,0,1,1,118.8168,8.0,0.218044
S03174,0,27.0681,2,0,0,0,95.3679,8.0,0.152156
S03175,0,30.5987,3,0,0,0,138.5971,8.0,0.238955
S03176,1,55.2525,3,1,1,1,143.919,8.0,0.530839
S03177,1,43.776,3,0,1,0,170.5226,8.0,0.397267
S03178,1,39.7128,2,0,1,0,125.5644,8.0,0.271581
S03179,1,53.8483,4,1,1,1,123.6352,8.0,0.574885
S03180,0,22.517,1,0,0,1,75.2272,8.0,0.084043
S03181,0,42.8399,4,1,0,1,129.8328,8.0,0.447444
S03182,0,46.1319,6,0,1,1,180.2853,8.0,0.572415
S03183,0,41.2338,5,0,1,1,171.447,8.0,0.484675
S03184,0,43.4376,5,1,0,1,148.2019,8.0,0.549639
S03185,1,61.1704,5,1,1,0,138.6289,8.0,0.719458
S03186,0,34.2877,2,0,1,1,115.2132,8.0,0.21438
S03187,1,49.6594,2,1,0,1,155.5558,8.0,0.341489
S03188,1,34.9767,2,0,0,0,96.8473,8.0,0.153304
S03189,1,58.8862,8,1,0,1,156.2297,8.0,0.759032
S03190,0,41.6929,4,0,1,0,149.7744,8.0,0.439953
S03191,1,48.9036,4,1,0,0,92.4992,8.0,0.45388
S03192,0,45.76,3,1,1,0,143.3656,8.0,0.591506
S03193,0,31.9219,1,1,0,0,101.6832,8.0,0.263103
S03194,1,65.3604,6,1,1,0,178.2892,8.0,0.814533
S03195,0,35.1759,3,0,1,1,110.8147,8.0,0.264033
S03196,0,31.0097,3,0,0,0,141.3028,8.0,0.24192
S03197,0,41.0109,1,1,1,0,108.0136,8.0,0.391284
S03198,0,45.0874,2,1,1,0,138.517,8.0,0.510274
S03199,0,43.3293,5,0,1,1,160.8805,8.0,0.468861
S03200,1,53.559,3,1,1,1,131.8142,8.0,0.512719
S03201,0,34.6773,4,0,0,0,131.1799,8.0,0.288451
S03202,0,28.4847,2,0,0,0,93.5679,8.0,0.150768
S03203,0,25.643,1,0,0,1,98.0732,8.0,0.095215
S03204,0,28.9219,2,0,0,0,82.9493,8.0,0.14279
S03205,1,49.0387,1,1,1,0,103.063,8.0,0.384232
S03206,1,40.3465,3,0,1,1,115.4008,8.0,0.269415
S03207,1,51.6342,4,1,0,0,113.9981,8.0,0.486001
S03208,0,40.7062,6,0,0,1,163.0697,8.0,0.410577
S03209,1,53.6436,4,1,0,0,127.3305,8.0,0.505995
S03210,1,48.7585,3,1,1,1,104.667,8.0,0.47203
S03211,0,40.3246,4,0,1,0,163.4152,8.0,0.460207
S03212,0,47.7349,3,1,1,1,154.2273,8.0,0.546209
S03213,0,44.7979,5,1,1,1,121.7371,8.0,0.643462
S03214,0,33.4266,4,0,0,1,106.6365,8.0,0.214135
S03215,1,47.0493,3,1,0,1,122.6547,8.0,0.36492
S03216,1,45.6899,3,0,1,1,146.4529,8.0,0.307617
S03217,1,49.7528,1,1,1,0,122.559,8.0,0.412256
S03218,0,37.0253,4,0,1,1,128.0474,8.0,0.349391
S03219,1,66.9239,6,1,1,0,149.4484,8.0,0.786959
S03220,0,36.9766,2,1,0,1,95.2974,8.0,0.265375
S03221,0,26.8286,2,0,0,1,113.2377,8.0,0.134636
S03222,0,29.3311,3,0,0,1,144.5581,8.0,0.202192
S03223,1,49.6765,6,0,1,1,152.1891,8.0,0.530745
S03224,0,38.0186,3,1,0,1,113.6488,8.0,0.352491
S03225,0,46.9953,3,1,1,0,120.1475,8.0,0.557466
S03226,0,34.9649,3,0,1,1,122.0157,8.0,0.277298
S03227,1,55.0631,3,1,1,0,121.6798,8.0,0.559733
S03228,1,39.6559,2,0,1,1,110.7686,8.0,0.209923
S03229,0,45.1566,4,1,0,0,113.643,8.0,0.485469
S03230,0,23.4534,1,0,0,0,86.1019,8.0,0.11171
S03231,0,26.8716,2,0,0,0,73.5056,8.0,0.135994
S03232,0,39.7124,1,1,1,0,106.3198,8.0,0.388866
S03233,1,58.478,4,1,1,1,174.6174,8.0,0.647417
S03234,1,62.8403,5,1,1,0,165.3823,8.0,0.75069
S03235,0,50.6337,5,1,1,0,140.393,8.0,0.721589
S03236,0,35.2188,3,0,1,1,112.5469,8.0,0.266057
S03237,0,34.6626,5,0,0,0,86.8057,8.0,0.295428
S03238,0,29.1361,1,0,0,0,145.4892,8.0,0.15225
S03239,0,37.0444,4,0,1,1,146.2795,8.0,0.374649
